0,87,2_positive
0,95,2_positive
0,147,0_negative
0,174,1_neutral
0,189,1_neutral
0,214,1_neutral
0,230,3_not_related
0,252,1_neutral
0,255,3_not_related
0,290,0_negative
0,297,1_neutral
0,306,2_positive
0,351,1_neutral
0,373,3_not_related
0,394,2_positive
0,399,2_positive
0,421,0_negative
0,430,1_neutral
0,462,1_neutral
0,501,3_not_related
0,516,3_not_related
0,543,2_positive
0,633,3_not_related
0,686,3_not_related
0,693,1_neutral
0,704,2_positive
0,709,1_neutral
0,730,2_positive
0,741,0_negative
0,780,2_positive
0,786,2_positive
0,813,1_neutral
0,819,2_positive
0,834,2_positive
0,852,1_neutral
0,879,0_negative
0,900,2_positive
0,942,0_negative
0,954,1_neutral
0,956,2_positive
0,975,3_not_related
0,995,3_not_related
0,996,0_negative
1,2,2_positive
1,9,1_neutral
1,33,1_neutral
1,39,0_negative
1,60,2_positive
1,74,0_negative
1,90,0_negative
1,108,2_positive
1,133,0_negative
1,165,0_negative
1,180,0_negative
1,183,2_positive
1,186,1_neutral
1,204,2_positive
1,243,1_neutral
1,255,1_neutral
1,284,1_neutral
1,305,2_positive
1,322,2_positive
1,387,1_neutral
1,429,2_positive
1,460,1_neutral
1,467,0_negative
1,470,0_negative
1,482,1_neutral
1,510,1_neutral
1,561,1_neutral
1,673,0_negative
1,690,2_positive
1,741,0_negative
1,780,2_positive
1,789,0_negative
1,831,2_positive
1,879,1_neutral
1,900,2_positive
1,915,2_positive
1,918,2_positive
1,930,2_positive
1,963,2_positive
1,986,1_neutral
1,992,1_neutral
2,312,1_neutral
2,432,1_neutral
2,609,2_positive
2,899,1_neutral
2,996,0_negative
3,42,2_positive
3,48,0_negative
3,82,0_negative
3,121,1_neutral
3,135,0_negative
3,141,1_neutral
3,143,1_neutral
3,148,0_negative
3,152,4_not_clear
3,153,0_negative
3,158,4_not_clear
3,169,2_positive
3,176,0_negative
3,213,2_positive
3,225,0_negative
3,227,1_neutral
3,234,0_negative
3,249,0_negative
3,279,0_negative
3,297,1_neutral
3,327,1_neutral
3,372,0_negative
3,380,0_negative
3,388,2_positive
3,403,0_negative
3,415,0_negative
3,465,0_negative
3,477,4_not_clear
3,479,0_negative
3,489,0_negative
3,492,0_negative
3,507,1_neutral
3,508,2_positive
3,527,0_negative
3,528,1_neutral
3,537,0_negative
3,561,0_negative
3,570,1_neutral
3,576,4_not_clear
3,612,0_negative
3,630,1_neutral
3,633,1_neutral
3,636,0_negative
3,648,0_negative
3,654,0_negative
3,678,2_positive
3,708,0_negative
3,711,0_negative
3,727,2_positive
3,732,0_negative
3,783,1_neutral
3,789,0_negative
3,800,4_not_clear
3,807,4_not_clear
3,810,2_positive
3,819,0_negative
3,822,0_negative
3,858,2_positive
3,872,4_not_clear
3,876,0_negative
3,880,0_negative
3,894,0_negative
3,912,0_negative
3,918,2_positive
3,924,0_negative
3,927,2_positive
3,933,3_not_related
3,978,0_negative
3,981,0_negative
4,4,2_positive
4,44,2_positive
4,114,1_neutral
4,131,1_neutral
4,135,0_negative
4,159,2_positive
4,162,3_not_related
4,165,0_negative
4,180,0_negative
4,183,0_negative
4,219,2_positive
4,273,2_positive
4,274,1_neutral
4,283,3_not_related
4,288,2_positive
4,338,2_positive
4,369,2_positive
4,390,3_not_related
4,474,2_positive
4,495,1_neutral
4,516,3_not_related
4,534,2_positive
4,537,1_neutral
4,606,2_positive
4,630,1_neutral
4,672,2_positive
4,741,0_negative
4,744,1_neutral
4,780,2_positive
4,807,2_positive
4,822,3_not_related
4,825,1_neutral
4,843,3_not_related
4,855,0_negative
4,870,0_negative
4,875,2_positive
4,929,1_neutral
4,946,0_negative
4,978,0_negative
5,20,2_positive
5,25,1_neutral
5,81,1_neutral
5,97,2_positive
5,105,2_positive
5,114,0_negative
5,150,3_not_related
5,155,1_neutral
5,246,3_not_related
5,252,3_not_related
5,346,2_positive
5,351,3_not_related
5,356,1_neutral
5,396,1_neutral
5,414,0_negative
5,429,2_positive
5,474,2_positive
5,615,2_positive
5,642,1_neutral
5,644,0_negative
5,648,0_negative
5,659,2_positive
5,698,2_positive
5,815,1_neutral
5,949,1_neutral
5,969,1_neutral
5,989,0_negative
6,13,1_neutral
6,15,3_not_related
6,75,0_negative
6,205,2_positive
6,234,2_positive
6,372,3_not_related
6,414,0_negative
6,445,3_not_related
6,564,0_negative
6,567,0_negative
6,756,2_positive
6,764,3_not_related
6,862,2_positive
6,888,1_neutral
6,898,0_negative
7,12,3_not_related
7,15,3_not_related
7,43,3_not_related
7,63,0_negative
7,84,2_positive
7,90,3_not_related
7,91,0_negative
7,103,3_not_related
7,107,0_negative
7,156,2_positive
7,177,1_neutral
7,180,0_negative
7,240,1_neutral
7,258,2_positive
7,278,2_positive
7,299,3_not_related
7,315,3_not_related
7,317,1_neutral
7,321,2_positive
7,336,3_not_related
7,339,3_not_related
7,341,2_positive
7,366,3_not_related
7,385,2_positive
